Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",279,0,0.96,0,0,3.86,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.04,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",129,0,0.64,0,0,5.78,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",54,0,0.04,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.17,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.41,0,0,8.93,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.02,,,,,,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000018,California Pacific Medical Center - Mission Bernal Campus And Orthopedic Institute,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.01,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,1751,8,25.03,0.32,0.15,0.61,Better,Yes,,
2022,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,85,0,0.82,0,0,4.52,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,27,0,0.7,0,0,5.25,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,7,0,0.07,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,190,0,0.59,0,0,6.25,Same,Yes,0.5,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,162,6,7.8,0.77,0.31,1.6,Same,No,1,
2022,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,196,0,2.55,0,0,1.18,Same,Yes,0.91,
2022,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,132,0,0.89,0,0,4.15,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,29,0,0.71,0,0,5.23,Same,Yes,2.43,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,64,0,0.55,0,0,6.76,Same,Yes,2.01,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,36,0,0.49,0,0,7.51,Same,Yes,2.51,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,9,1,0.07,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,25,0,0.08,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,76,0,0.5,0,0,7.44,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,57,0,0.18,,,,,,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,354,0,5.38,0,0,0.56,Better,Yes,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,25,0,0.03,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,13,0,0.36,0,0,10.22,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,76,0,1.62,0,0,1.86,Same,Yes,2.18,
2022,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,127,1,1.31,0.76,0.04,3.75,Same,No,2.22,
2022,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,15,0,0.12,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000019,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,Acute Care Hospital,Major Teaching,46,0,0.24,0,0,15.31,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",4090,5,27.57,0.18,0.07,0.4,Better,Yes,,
2022,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",83,0,0.28,0,0,13.08,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",247,0,4.35,0,0,0.69,Better,Yes,0.37,
2022,California,San Francisco,Surgical Site Infections (SSI),Cardiac surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",184,0,0.48,0,0,7.69,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Cesarean section,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",1070,0,0.85,0,0,4.33,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",156,0,3.7,0,0,0.81,Better,Yes,0.28,
2022,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",77,0,0.52,0,0,7.11,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",13,0,0.07,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",358,2,2.03,0.98,0.17,3.25,Same,No,0.44,
2022,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",188,0,1.87,0,0,1.61,Same,Yes,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",168,1,1.5,0.67,0.03,3.3,Same,Yes,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Heart transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",5,0,0.03,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,0,
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",110,0,0.79,0,0,4.69,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",24,0,0.1,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",78,0,0.26,0,0,14.35,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Kidney transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",138,0,0.79,0,0,4.65,Same,Yes,1.03,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",219,0,0.65,0,0,5.66,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Liver transplant,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",57,0,2.58,0,0,1.16,Same,Yes,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",90,0,0.06,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Pacemaker surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",97,0,0.2,0,0,18.17,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",40,0,0.32,0,0,11.53,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",148,2,2.97,0.67,0.11,2.22,Same,Yes,0.26,
2022,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",304,0,2.43,0,0,1.23,Same,Yes,0,
2022,California,San Francisco,Surgical Site Infections (SSI),Spleen surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",23,0,0.11,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000022,California Pacific Medical Center - Van Ness Campus,Acute Care Hospital,"Community, >250 Beds",208,0,0.6,0,0,6.13,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",500,2,2.13,0.94,0.16,3.1,Same,No,,
2022,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.12,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.15,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.11,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.05,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.07,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.03,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, vaginal",220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Knee prosthesis,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",160,0,0.43,0,0,8.56,Same,Yes,,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Laminectomy,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",115,0,0.34,0,0,10.88,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",24,0,0.29,0,0,12.72,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Ovarian surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",3,0,0,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Rectal surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.04,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",11,2,0.2,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Spinal fusion,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",62,0,0.28,0,0,13.08,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Thoracic surgery,220000023,California Pacific Medical Center - Davies Campus,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.03,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",2360,2,7.9,0.25,0.04,0.84,Better,Yes,,
2022,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",53,0,0.14,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.03,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Cardiac surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",176,1,0.37,2.7,0.07,15.02,Same,No,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Cesarean section,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",333,0,0.29,0,0,12.68,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Colon surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",32,1,0.59,1.7,0.04,9.46,Same,No,0.78,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",69,0,0.3,0,0,12.22,Same,Yes,,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.14,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.18,,,,,,0,
2022,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",52,0,0.19,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Gastric surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.1,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Hip prosthesis,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",431,0,1.59,0,0,1.89,Same,Yes,0,
2022,California,San Mateo,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",56,0,0.28,0,0,13.27,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Kidney surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.07,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Knee prosthesis,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",437,0,1.2,0,0,2.5,Same,Yes,0,
2022,California,San Mateo,Surgical Site Infections (SSI),Laminectomy,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",225,0,0.59,0,0,6.22,Same,Yes,,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",56,0,0.26,0,0,14.08,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Ovarian surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.03,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Pacemaker surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",109,0,0.17,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Rectal surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.08,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Small bowel surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.35,0,0,10.66,Same,Yes,3.83,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Spinal fusion,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",146,0,0.89,0,0,4.16,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Thoracic surgery,220000025,Sequoia Hospital,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.02,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),All procedures,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",468,1,3.18,0.32,0.02,1.55,Same,Yes,,
2022,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.08,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.2,0,0,18.26,Same,Yes,,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Cardiac surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.04,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Colon surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",33,0,0.61,0,0,6.07,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.05,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.08,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",47,0,0.18,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Gallbladder surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",54,0,0.26,0,0,14.41,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Gastric surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.06,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Hip prosthesis,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",25,0,0.19,,,,,,0,
2022,California,San Mateo,Surgical Site Infections (SSI),Kidney surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Knee prosthesis,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.06,,,,,,0,
2022,California,San Mateo,Surgical Site Infections (SSI),Laminectomy,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.12,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.18,,,,,,2.94,
2022,California,San Mateo,Surgical Site Infections (SSI),Pacemaker surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.03,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Rectal surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,1,0.06,,,,,,0,
2022,California,San Mateo,Surgical Site Infections (SSI),Small bowel surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.48,0,0,7.67,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Spinal fusion,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",41,0,0.42,0,0,8.76,Same,Yes,0,¥ See Data Dictionary
2022,California,San Mateo,Surgical Site Infections (SSI),Spleen surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,San Mateo,Surgical Site Infections (SSI),Thoracic surgery,220000026,Ahmc Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.07,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),All procedures,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",436,2,2.45,0.82,0.14,2.69,Same,No,,
2022,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,0,0.12,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.02,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.51,0,0,7.25,Same,Yes,0,¥ See Data Dictionary
2022,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.15,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.11,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Gastric surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.08,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Hip prosthesis,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.16,,,,,,0,
2022,California,San Francisco,Surgical Site Infections (SSI),"Hysterectomy, abdominal",220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.11,,,,,,,
2022,California,San Francisco,Surgical Site Infections (SSI),Kidney surgery,220000029,Saint Francis Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
